loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,repaid,total_return,loan_term_year,annual_return
10000,10000,36 months,12.69,335.45,B,B5,RENT,70000.0,Not Verified,Charged Off,credit_card,CA,2.69,0.0,Oct-2000,0.0,5.0,0.0,6035,0,-0.33130000000000004,3,-0.12553229654014553
3500,3500,36 months,7.9,109.52,A,A4,MORTGAGE,61440.0,Not Verified,Fully Paid,vacation,CA,6.46,1.0,Jan-1997,0.0,6.0,0.0,15472,1,0.12644514085179992,3,0.04048705639718442
12000,12000,36 months,6.62,368.45,A,A2,MORTGAGE,56000.0,Not Verified,Fully Paid,debt_consolidation,FL,13.65,0.0,May-2000,0.0,7.0,0.0,9873,1,0.10532999983181668,3,0.033944718498247095
16500,16500,36 months,8.9,523.93,A,A5,RENT,47000.0,Source Verified,Fully Paid,debt_consolidation,IL,9.06,0.0,Mar-2001,1.0,6.0,0.0,13917,1,0.14292848469146668,3,0.045537671828563386
15600,15600,60 months,12.69,352.48,B,B5,RENT,50000.0,Source Verified,Charged Off,vacation,NY,5.78,0.0,Jun-2003,1.0,8.0,0.0,8079,0,0.11606410256410249,5,0.022204592780040944
10800,10800,36 months,12.42,360.89,B,B4,RENT,135000.0,Verified,Fully Paid,credit_card,CA,12.12,0.0,Oct-2002,0.0,14.0,0.0,18467,1,0.2044185180286202,3,0.06396124275500159
18825,18825,60 months,17.58,473.75,D,D4,MORTGAGE,44000.0,Verified,Fully Paid,debt_consolidation,NY,24.98,0.0,Jan-2000,0.0,9.0,0.0,14092,1,0.5099125664789375,5,0.08590131718723071
12000,12000,36 months,9.91,386.7,B,B1,RENT,80000.0,Not Verified,Fully Paid,debt_consolidation,TX,14.83,0.0,Oct-2000,0.0,11.0,0.0,17536,1,0.15913499944380005,3,0.05045633964452767
8000,8000,36 months,7.9,250.33,A,A4,RENT,78000.0,Not Verified,Fully Paid,vacation,NY,6.09,0.0,Jan-2006,1.0,16.0,0.0,15988,1,0.10590263360381247,3,0.034123238170999715
13200,8975,60 months,17.27,224.36,D,D3,RENT,26400.0,Source Verified,Fully Paid,small_business,TX,9.64,0.0,Nov-2006,3.0,8.0,0.0,7411,1,0.13677778184851253,5,0.02597107118844222
10500,10500,36 months,6.03,319.58,A,A1,MORTGAGE,65000.0,Source Verified,Fully Paid,debt_consolidation,TX,10.36,0.0,Nov-1981,0.0,8.0,0.0,10729,1,0.09565238114361896,3,0.030918331752771477
7350,7350,36 months,11.71,243.11,B,B3,RENT,33000.0,Verified,Fully Paid,debt_consolidation,CA,22.51,0.0,May-1998,1.0,13.0,0.0,24782,1,0.18756802897725167,3,0.058976117343989554
10000,10000,36 months,13.49,339.31,C,C1,MORTGAGE,50000.0,Not Verified,Fully Paid,credit_card,CA,5.88,1.0,Sep-1998,2.0,5.0,0.0,8899,1,0.20826106256007004,3,0.06509151940711844
12000,12000,36 months,8.9,381.04,A,A5,RENT,80000.0,Not Verified,Charged Off,other,CA,9.13,0.0,Oct-2003,0.0,8.0,0.0,13088,0,-0.08935666666666675,3,-0.03071958518451179
7000,7000,36 months,11.71,231.54,B,B3,RENT,75000.0,Source Verified,Fully Paid,debt_consolidation,CA,15.57,0.0,Jan-2001,0.0,7.0,0.0,22196,1,0.19072714314345718,3,0.059914299213296385
35000,26825,60 months,18.64,690.56,E,E1,MORTGAGE,85000.0,Verified,Fully Paid,debt_consolidation,IL,12.0,0.0,Jan-1995,1.0,16.0,0.0,31071,1,0.046122599937867825,5,0.009058899121624053
1400,1400,36 months,7.9,43.81,A,A4,RENT,28800.0,Not Verified,Fully Paid,other,FL,10.0,0.0,Jun-2003,1.0,5.0,0.0,2016,1,0.05635748370021432,3,0.01844357129034102
3200,3200,36 months,9.91,103.12,B,B1,RENT,61200.0,Not Verified,Fully Paid,debt_consolidation,CA,2.16,0.0,Dec-1999,0.0,5.0,1.0,2795,1,0.1597312500001251,3,0.05063642445311678
8000,8000,36 months,7.9,250.33,A,A4,RENT,40000.0,Not Verified,Fully Paid,medical,CA,13.35,0.0,Dec-1996,0.0,4.0,0.0,2440,1,0.12340282537688751,3,0.03954949218490267
11875,11875,60 months,12.69,268.32,B,B5,RENT,25920.0,Source Verified,Charged Off,debt_consolidation,CA,23.75,0.0,Apr-2001,0.0,8.0,0.0,13932,0,-0.8449717894736842,5,-0.31121743274048963
5000,5000,36 months,6.03,152.18,A,A1,MORTGAGE,54000.0,Not Verified,Fully Paid,home_improvement,NJ,3.82,0.0,Dec-1998,0.0,6.0,0.0,1779,1,0.0822318669726998,3,0.026691829655641985
35000,35000,36 months,8.9,1111.37,A,A5,RENT,85000.0,Verified,Fully Paid,debt_consolidation,IL,17.73,0.0,Jul-2001,0.0,7.0,0.0,16720,1,0.06588174600403995,3,0.021495226647063825
18000,18000,36 months,8.9,571.56,A,A5,RENT,78000.0,Verified,Fully Paid,credit_card,NY,7.0,0.0,Oct-1998,1.0,6.0,0.0,17769,1,0.10480697913224435,3,0.033781611912532705
5000,5000,36 months,12.42,167.08,B,B4,RENT,70000.0,Not Verified,Fully Paid,debt_consolidation,TX,20.06,0.0,Mar-2004,1.0,14.0,0.0,13543,1,0.10031045844817998,3,0.0323772214979523
8000,8000,36 months,15.96,281.1,C,C5,RENT,70000.0,Source Verified,Fully Paid,credit_card,IL,14.04,0.0,Apr-2000,2.0,10.0,0.0,24072,1,0.24986743493172492,3,0.07717926329879155
10000,10000,36 months,7.51,311.11,A,A3,RENT,50000.0,Verified,Fully Paid,debt_consolidation,NJ,4.63,0.0,Mar-2006,2.0,8.0,0.0,6592,1,0.10213056849083912,3,0.032946153352895635
10400,10400,36 months,9.91,335.14,B,B1,RENT,40000.0,Source Verified,Fully Paid,debt_consolidation,FL,11.67,0.0,Oct-1999,2.0,7.0,0.0,11624,1,0.15618176417782692,3,0.04956346605928563
6600,6600,36 months,9.91,212.69,B,B1,MORTGAGE,100000.0,Not Verified,Fully Paid,house,FL,15.53,0.0,Jul-2002,2.0,10.0,0.0,2171,1,0.10246003129166659,3,0.033049070205488196
12000,12000,36 months,8.9,381.04,A,A5,OWN,40000.0,Not Verified,Fully Paid,debt_consolidation,NJ,9.45,0.0,May-2002,0.0,12.0,0.0,13756,1,0.1431158330187834,3,0.04559479673028788
13250,13250,36 months,17.27,474.19,D,D3,RENT,52000.0,Verified,Fully Paid,debt_consolidation,NY,23.7,0.0,Aug-1998,0.0,8.0,0.0,15002,1,0.1815250030022415,3,0.05717683638891202
12000,12000,36 months,11.71,396.92,B,B3,RENT,92500.0,Source Verified,Fully Paid,debt_consolidation,CA,15.97,0.0,Mar-2006,2.0,11.0,0.0,9558,1,0.19073083310442507,3,0.05991539407323865
25000,25000,36 months,9.91,805.63,B,B1,RENT,61000.0,Source Verified,Fully Paid,debt_consolidation,CA,10.35,0.0,Jul-1996,0.0,5.0,0.0,23712,1,0.1600968000000802,3,0.05074680054233527
12000,12000,36 months,7.51,373.33,A,A3,MORTGAGE,68000.0,Not Verified,Fully Paid,credit_card,CA,7.08,0.0,Jan-1991,1.0,7.0,0.0,15433,1,0.046234751384466755,3,0.015179985840037435
14400,14400,36 months,11.71,476.3,B,B3,RENT,80000.0,Not Verified,Fully Paid,credit_card,CA,16.35,0.0,Nov-1995,1.0,10.0,0.0,19983,1,0.07944491418593747,3,0.025809763181281697
10000,10000,36 months,12.42,334.16,B,B4,RENT,43000.0,Not Verified,Fully Paid,credit_card,NY,11.58,0.0,Apr-2000,0.0,13.0,0.0,13034,1,0.20294499999996995,3,0.06352717274985387
8000,8000,36 months,11.71,264.61,B,B3,RENT,150000.0,Not Verified,Fully Paid,credit_card,NY,2.48,1.0,Jul-1996,0.0,5.0,0.0,9722,1,0.1907337499999251,3,0.05991625955288993
30000,30000,60 months,12.42,673.72,B,B4,RENT,70000.0,Source Verified,Charged Off,small_business,TX,0.94,0.0,Jul-2006,0.0,7.0,0.0,1159,0,-0.3270183333333332,5,-0.07615173683860332
18000,18000,60 months,16.77,445.13,D,D2,OWN,40000.0,Not Verified,Charged Off,home_improvement,CA,18.42,0.0,Nov-2000,3.0,7.0,0.0,11147,0,-0.27061888888888885,5,-0.061161475061800474
14000,14000,36 months,14.27,480.33,C,C2,RENT,80000.0,Not Verified,Fully Paid,debt_consolidation,CA,16.21,0.0,Aug-2002,0.0,8.0,0.0,11546,1,0.2351178578720572,3,0.07292525243646941
10000,10000,36 months,16.29,353.01,D,D1,RENT,40000.0,Verified,Fully Paid,credit_card,NY,24.39,0.0,Aug-2001,1.0,7.0,0.0,11665,1,0.24586231792287983,3,0.07602744903180025
35000,23250,60 months,20.3,619.88,E,E5,RENT,85000.0,Verified,Fully Paid,debt_consolidation,NJ,20.16,0.0,Dec-2003,0.0,11.0,0.0,31306,1,0.5529212887192387,5,0.09201823063221104
13000,13000,36 months,9.91,418.93,B,B1,RENT,110000.0,Not Verified,Fully Paid,debt_consolidation,CA,8.38,0.0,Jun-2001,0.0,8.0,0.0,9599,1,0.15077408887727684,3,0.0479245743107497
18000,18000,36 months,9.91,580.05,B,B1,RENT,110000.0,Verified,Fully Paid,debt_consolidation,FL,10.0,0.0,Jan-2000,1.0,8.0,0.0,12371,1,0.06707569791466095,3,0.021876495044249378
9000,9000,60 months,19.91,238.0,E,E4,RENT,60000.0,Verified,Charged Off,credit_card,CA,22.56,0.0,Dec-1997,1.0,17.0,0.0,21321,0,-0.4172933333333334,5,-0.10238521512032595
25000,25000,60 months,18.64,643.58,E,E1,RENT,61500.0,Verified,Charged Off,debt_consolidation,NY,12.6,1.0,Apr-2000,0.0,11.0,0.0,24278,0,0.09862559999999987,5,0.01899004907272772
10000,10000,36 months,11.71,330.76,B,B3,RENT,33000.0,Not Verified,Fully Paid,other,NY,8.69,0.0,Apr-2000,0.0,6.0,0.0,6621,1,0.1841292873440099,3,0.05795299959995992
4200,4200,36 months,6.03,127.83,A,A1,RENT,61000.0,Not Verified,Fully Paid,credit_card,NJ,8.92,0.0,Oct-2003,0.0,7.0,0.0,4228,1,0.09567855459033336,3,0.030926540704087513
20000,20000,60 months,15.27,478.64,C,C4,OWN,78216.0,Verified,Charged Off,debt_consolidation,CA,10.79,0.0,Jul-1995,1.0,8.0,0.0,25161,0,-0.658657,5,-0.19343717685765227
20000,20000,60 months,14.65,472.14,C,C3,MORTGAGE,56000.0,Verified,Fully Paid,credit_card,CA,12.15,0.0,Jul-1993,1.0,9.0,0.0,19348,1,0.4163854436168901,5,0.07210245613546706
12000,12000,36 months,12.42,400.99,B,B4,RENT,50700.0,Source Verified,Fully Paid,credit_card,NJ,22.49,0.0,Sep-2003,0.0,12.0,0.0,18682,1,0.2029458327047251,3,0.06352741814869578
18000,18000,60 months,19.03,467.23,E,E2,RENT,90000.0,Source Verified,Fully Paid,credit_card,NY,11.32,0.0,Aug-2005,1.0,10.0,0.0,13371,1,0.5574173799179223,5,0.09264983216912026
10000,10000,36 months,13.49,339.31,C,C1,RENT,84000.0,Verified,Fully Paid,debt_consolidation,CA,13.87,0.0,Feb-2007,0.0,8.0,0.0,6046,1,0.21591826689215,3,0.06733674483457142
20000,13475,60 months,10.65,290.64,B,B2,MORTGAGE,175000.0,Verified,Fully Paid,debt_consolidation,TX,5.23,0.0,Aug-1982,0.0,12.0,0.0,16008,1,0.2940866374906197,5,0.0529134430230096
6300,6300,36 months,11.71,208.38,B,B3,RENT,30000.0,Not Verified,Fully Paid,credit_card,NY,7.2,0.0,Oct-1991,1.0,6.0,0.0,6274,1,0.1907349209017941,3,0.05991660697383172
20000,20000,60 months,16.77,494.59,D,D2,RENT,50000.0,Verified,Fully Paid,credit_card,IL,22.82,0.0,Mar-1995,1.0,12.0,0.0,16565,1,0.4837303427692101,5,0.08210896643296928
8250,8250,60 months,15.96,200.45,C,C5,MORTGAGE,35004.0,Verified,Fully Paid,home_improvement,NY,15.6,2.0,Nov-2003,1.0,13.0,0.0,4479,1,0.26536951372293327,5,0.04819835397197392
10000,10000,36 months,11.71,330.76,B,B3,RENT,32000.0,Not Verified,Charged Off,credit_card,FL,21.83,0.0,Oct-2001,0.0,11.0,0.0,7346,0,-0.772671,3,-0.38968841502835827
24000,24000,36 months,8.9,762.08,A,A5,MORTGAGE,116400.0,Verified,Charged Off,car,FL,3.94,0.0,Dec-1992,4.0,14.0,0.0,3885,0,-0.596265,3,-0.26090749179111405
14400,14400,36 months,12.69,483.05,B,B5,MORTGAGE,40000.0,Not Verified,Fully Paid,debt_consolidation,IL,20.16,0.0,Jan-2003,2.0,8.0,0.0,12248,1,0.20761180528584022,3,0.0649007101145338
22000,22000,36 months,15.96,773.03,C,C5,MORTGAGE,73000.0,Verified,Fully Paid,debt_consolidation,IL,22.47,0.0,Jan-1995,1.0,16.0,0.0,26721,1,0.2649381796989636,3,0.08149147491128539
10000,10000,36 months,10.65,325.74,B,B2,MORTGAGE,90000.0,Not Verified,Fully Paid,debt_consolidation,NY,11.16,0.0,May-2000,1.0,15.0,0.0,30660,1,0.17263199999990997,3,0.054517797350507546
3500,3500,36 months,13.49,118.76,C,C1,RENT,56000.0,Not Verified,Fully Paid,debt_consolidation,FL,10.35,0.0,Jul-1989,2.0,14.0,0.0,6943,1,0.03296239362485709,3,0.010868903486336956
9875,9875,36 months,7.9,309.0,A,A4,MORTGAGE,40000.0,Source Verified,Fully Paid,debt_consolidation,NY,24.03,0.0,Jun-2002,1.0,11.0,0.0,24129,1,0.12644556977184807,3,0.040487188460340606
4800,4800,36 months,7.9,150.2,A,A4,RENT,48000.0,Source Verified,Fully Paid,debt_consolidation,FL,13.0,0.0,Feb-2006,1.0,7.0,0.0,2936,1,0.05839254108891656,3,0.019097157357055528
20000,20000,36 months,14.27,686.18,C,C2,MORTGAGE,70000.0,Verified,Fully Paid,credit_card,TX,6.21,0.0,Sep-2001,1.0,6.0,0.0,12377,1,0.20011705307568017,3,0.06269312012975381
5000,5000,36 months,6.03,152.18,A,A1,MORTGAGE,30000.0,Not Verified,Fully Paid,other,CA,16.48,0.0,Jun-2000,0.0,7.0,0.0,5881,1,0.09026341131861981,3,0.029225361354355384
9000,9000,36 months,14.65,310.45,C,C3,RENT,45000.0,Source Verified,Fully Paid,debt_consolidation,NY,17.01,1.0,Nov-1995,1.0,21.0,1.0,10464,1,0.19467405369397794,3,0.06108410911044304
7200,7200,36 months,7.9,225.29,A,A4,RENT,55000.0,Not Verified,Fully Paid,debt_consolidation,FL,11.98,0.0,May-2006,0.0,11.0,0.0,5862,1,0.12644999970926385,3,0.04048855242240812
3000,3000,60 months,19.03,77.88,E,E2,RENT,53004.0,Source Verified,Charged Off,other,FL,10.73,1.0,Aug-2003,2.0,3.0,0.0,1985,0,0.5221533318782334,5,0.08765630197667518
25000,25000,60 months,19.42,654.31,E,E3,RENT,60000.0,Verified,Charged Off,credit_card,CA,20.04,0.0,Aug-2000,0.0,12.0,0.0,17035,0,0.4380763999999999,5,0.07536622442456498
25000,25000,36 months,15.27,869.95,C,C4,OWN,82000.0,Verified,Fully Paid,debt_consolidation,CA,18.5,0.0,Sep-2002,2.0,7.0,0.0,18223,1,0.12392163900144015,3,0.039709496956009005
10000,10000,36 months,15.96,351.38,C,C5,RENT,53000.0,Verified,Fully Paid,debt_consolidation,CA,13.09,0.0,Nov-1999,1.0,9.0,0.0,23870,1,0.26493600000004003,3,0.08149085371435105
15550,15550,36 months,11.71,514.34,B,B3,RENT,54000.0,Verified,Fully Paid,debt_consolidation,FL,23.36,0.0,Jul-1998,0.0,9.0,0.0,22455,1,0.19073118879522832,3,0.05991549961125786
17000,17000,60 months,15.27,406.85,C,C4,RENT,65000.0,Not Verified,Fully Paid,debt_consolidation,NJ,16.84,0.0,Nov-1998,2.0,11.0,0.0,12923,1,0.437751578062606,5,0.07531764089953952
7500,7500,36 months,12.69,251.59,B,B5,RENT,65000.0,Not Verified,Fully Paid,credit_card,CA,4.41,0.0,Mar-2007,2.0,15.0,0.0,5927,1,0.2076106661477466,3,0.06490037527477233
8875,8875,36 months,8.9,281.81,A,A5,OWN,28800.0,Not Verified,Fully Paid,debt_consolidation,CA,24.29,0.0,Sep-1998,0.0,10.0,0.0,8890,1,0.1431154847578029,3,0.04559469054685028
5800,5800,36 months,12.42,193.81,B,B4,RENT,36000.0,Not Verified,Fully Paid,debt_consolidation,TX,21.67,0.0,Nov-2000,1.0,9.0,0.0,6558,1,0.2029482756799481,3,0.06352813809504254
10000,10000,36 months,11.71,330.76,B,B3,RENT,40000.0,Not Verified,Fully Paid,debt_consolidation,NJ,22.26,0.0,Aug-1998,1.0,8.0,0.0,11145,1,0.18195560295199997,3,0.057305248117221375
14000,14000,36 months,11.71,463.07,B,B3,RENT,52000.0,Not Verified,Fully Paid,credit_card,CA,12.97,0.0,Jan-2005,1.0,6.0,0.0,13008,1,0.11511891511497141,3,0.03698799223535021
24000,24000,36 months,7.9,750.97,A,A4,OWN,75000.0,Verified,Fully Paid,debt_consolidation,FL,10.58,0.0,Jul-1986,2.0,9.0,0.0,26098,1,0.12644875035428327,3,0.040488167750788895
14000,14000,36 months,14.27,480.33,C,C2,RENT,80000.0,Not Verified,Fully Paid,credit_card,NY,3.3,0.0,Dec-2005,1.0,10.0,0.0,7085,1,0.23113352540264276,3,0.07177030302555276
15000,15000,60 months,12.69,338.93,B,B5,OWN,30000.0,Verified,Charged Off,debt_consolidation,NJ,24.76,0.0,Jun-2004,1.0,7.0,0.0,16876,0,-0.268112,5,-0.060517001329179254
5600,5600,36 months,10.65,182.42,B,B2,RENT,60000.0,Not Verified,Fully Paid,debt_consolidation,CA,16.36,1.0,Apr-1999,0.0,11.0,1.0,2238,1,0.1726249997070206,3,0.05451569895188291
7500,7500,36 months,9.91,241.69,B,B1,RENT,31200.0,Not Verified,Fully Paid,credit_card,CA,12.35,0.0,Oct-2005,0.0,14.0,0.0,7790,1,0.14015416905186662,3,0.044691015858658645
35000,27575,60 months,12.42,619.26,B,B4,MORTGAGE,105000.0,Verified,Fully Paid,home_improvement,TX,16.53,0.0,Aug-1990,0.0,9.0,0.0,15523,1,0.24918883087448052,5,0.04550380686718425
9800,9800,36 months,16.29,345.95,D,D1,RENT,67000.0,Not Verified,Fully Paid,credit_card,CA,21.01,0.0,May-1992,2.0,14.0,0.0,21366,1,0.24101077074448973,3,0.07462890259102051
15700,15700,60 months,18.25,400.82,D,D5,MORTGAGE,63000.0,Source Verified,Fully Paid,debt_consolidation,FL,17.43,0.0,Dec-1999,1.0,12.0,0.0,9196,1,0.5110025489462606,5,0.08605805100061059
5000,5000,36 months,6.62,153.52,A,A2,RENT,276000.0,Source Verified,Fully Paid,debt_consolidation,FL,1.82,0.0,Jun-2004,0.0,7.0,0.0,15175,1,0.1053320000002198,3,0.03394534216186185
4000,4000,36 months,11.71,132.31,B,B3,RENT,24000.0,Source Verified,Fully Paid,home_improvement,FL,7.5,1.0,Feb-2005,0.0,4.0,0.0,1593,1,0.046505757591424945,3,0.015267632302940148
15000,15000,36 months,11.71,496.14,B,B3,MORTGAGE,68400.0,Source Verified,Fully Paid,debt_consolidation,FL,5.7,0.0,Jul-2000,0.0,5.0,0.0,9368,1,0.19073533371470663,3,0.05991672946043036
12000,12000,36 months,15.27,417.58,C,C4,MORTGAGE,54000.0,Not Verified,Fully Paid,debt_consolidation,NJ,17.07,0.0,Oct-1991,1.0,10.0,0.0,15723,1,0.25271166568130843,3,0.07799572997658877
15000,15000,36 months,14.65,517.42,C,C3,MORTGAGE,100500.0,Source Verified,Fully Paid,credit_card,NJ,14.56,0.0,May-2002,2.0,8.0,0.0,11736,1,0.1278516729012733,3,0.04091994319551984
10200,10200,36 months,14.27,349.96,C,C2,RENT,40000.0,Not Verified,Fully Paid,debt_consolidation,CA,16.53,0.0,Jan-2007,1.0,7.0,0.0,9428,1,0.19489934156696065,3,0.06115080355217195
9000,9000,36 months,12.42,300.74,B,B4,MORTGAGE,47000.0,Not Verified,Fully Paid,credit_card,FL,19.1,0.0,May-1994,0.0,7.0,0.0,4012,1,0.20294777834551114,3,0.06352799153034772
6500,6500,36 months,16.29,229.46,D,D1,MORTGAGE,68000.0,Not Verified,Fully Paid,debt_consolidation,FL,21.85,0.0,May-1996,1.0,11.0,0.0,10075,1,0.26109585015018455,3,0.08039533142396293
2000,2000,36 months,7.9,62.59,A,A4,RENT,39600.0,Not Verified,Fully Paid,credit_card,CA,5.09,0.0,Oct-1998,0.0,8.0,0.0,2058,1,0.12643000000005,3,0.040482394554282486
8000,8000,36 months,13.49,271.45,C,C1,OWN,30000.0,Verified,Fully Paid,debt_consolidation,CA,14.48,0.0,Dec-2002,2.0,11.0,0.0,6266,1,0.2214899999997748,3,0.06896455571808824
20000,16925,60 months,14.65,399.55,C,C3,RENT,75000.0,Verified,Charged Off,debt_consolidation,CA,16.51,0.0,Nov-1995,2.0,10.0,0.0,21513,0,-0.7861542097488923,5,-0.26545206690275513
9600,9600,36 months,13.49,325.74,C,C1,MORTGAGE,27000.0,Source Verified,Fully Paid,debt_consolidation,NY,10.22,0.0,Dec-2001,2.0,12.0,0.0,7387,1,0.188709945987104,3,0.05931543136677253
9000,9000,36 months,6.62,276.34,A,A2,MORTGAGE,45000.0,Not Verified,Fully Paid,debt_consolidation,CA,22.05,0.0,Jan-1997,1.0,7.0,0.0,14022,1,0.10365385832532237,3,0.03342182355590828
10000,10000,36 months,7.9,312.91,A,A4,RENT,72500.0,Verified,Fully Paid,credit_card,NY,27.92,0.0,May-2000,0.0,7.0,0.0,10638,1,0.12644600000008,3,0.04048732092624885
1000,1000,36 months,14.65,34.5,C,C3,RENT,18408.0,Not Verified,Charged Off,major_purchase,NJ,6.0,0.0,Apr-1993,2.0,3.0,1.0,2510,0,-0.85164,3,-0.47061421575086293
14000,14000,36 months,7.9,438.07,A,A4,RENT,30000.0,Source Verified,Fully Paid,debt_consolidation,TX,15.2,0.0,Aug-2000,0.0,8.0,0.0,13581,1,0.09275377698570009,3,0.030008413223672425
15000,15000,60 months,19.03,389.36,E,E2,RENT,75000.0,Source Verified,Fully Paid,debt_consolidation,FL,2.82,0.0,Aug-1993,2.0,9.0,0.0,11379,1,0.5071560015212799,5,0.08550453317387685
4500,4500,36 months,15.96,158.12,C,C5,MORTGAGE,65000.0,Not Verified,Fully Paid,other,NY,14.66,0.0,Aug-2002,1.0,20.0,0.0,18611,1,0.2405915532517111,3,0.07450788457852364
3000,3000,36 months,7.51,93.34,A,A3,MORTGAGE,65000.0,Not Verified,Fully Paid,major_purchase,TX,27.91,0.0,Jan-1998,0.0,10.0,0.0,38905,1,0.11997999988013341,3,0.038492638755779574
10000,10000,36 months,9.91,322.25,B,B1,MORTGAGE,120000.0,Source Verified,Fully Paid,home_improvement,NJ,7.98,0.0,May-1997,2.0,7.0,0.0,21440,1,0.16009800000012975,3,0.050747162838475246
33425,20675,60 months,13.49,475.63,C,C1,MORTGAGE,75000.0,Source Verified,Charged Off,debt_consolidation,NY,25.71,0.0,Jul-1978,3.0,10.0,0.0,50670,0,-0.037261910519951646,5,-0.00756600810899255
7200,7200,36 months,15.27,250.55,C,C4,RENT,54990.0,Verified,Fully Paid,debt_consolidation,TX,20.95,0.0,Oct-2001,1.0,16.0,0.0,9119,1,0.2437191903615834,3,0.075410102152496
23000,23000,36 months,7.9,719.68,A,A4,MORTGAGE,137000.0,Source Verified,Fully Paid,debt_consolidation,TX,8.13,0.0,Nov-1991,1.0,11.0,0.0,17564,1,0.04264005838328244,3,0.014015987096423155
20000,20000,60 months,16.77,494.59,D,D2,RENT,60000.0,Verified,Charged Off,debt_consolidation,CA,9.46,0.0,Mar-1995,2.0,13.0,0.0,16326,0,0.016272500000000134,5,0.0032335209578615576
6000,6000,60 months,17.58,151.0,D,D4,RENT,30120.0,Not Verified,Fully Paid,debt_consolidation,NY,15.54,0.0,Nov-2003,0.0,8.0,0.0,8136,1,0.5044766680814834,5,0.08511830918989238
13000,13000,36 months,9.91,418.93,B,B1,RENT,65000.0,Verified,Fully Paid,credit_card,CA,8.82,0.0,Dec-2001,0.0,10.0,0.0,22554,1,0.14016658097315382,3,0.044694806742370696
18000,18000,36 months,6.62,552.67,A,A2,MORTGAGE,78000.0,Not Verified,Fully Paid,debt_consolidation,TX,6.35,0.0,Mar-1992,0.0,8.0,0.0,16136,1,0.10533111132138351,3,0.033945065066958824
8125,8125,36 months,7.9,254.24,A,A4,RENT,25000.0,Not Verified,Fully Paid,debt_consolidation,IL,24.34,0.0,Apr-1999,1.0,13.0,0.0,19296,1,0.12644553882761844,3,0.040487178932709256
18800,18800,36 months,7.51,584.89,A,A3,MORTGAGE,82000.0,Verified,Fully Paid,debt_consolidation,CA,13.76,1.0,Dec-1988,0.0,14.0,0.0,14477,1,0.11998776581330306,3,0.03849503905036533
26800,26800,36 months,19.03,982.79,E,E2,MORTGAGE,82000.0,Source Verified,Fully Paid,credit_card,CA,21.59,0.0,Jan-1981,1.0,12.0,0.0,26919,1,0.1673884494817537,3,0.05294365198809303
12875,8475,60 months,17.58,213.28,D,D4,RENT,27600.0,Verified,Fully Paid,debt_consolidation,CA,18.7,0.0,Apr-2001,1.0,4.0,0.0,5595,1,0.3244358598066668,5,0.05780639004982402
4000,4000,36 months,16.29,141.21,D,D1,RENT,35000.0,Not Verified,Fully Paid,debt_consolidation,CA,9.22,0.0,Sep-2003,0.0,7.0,0.0,8247,1,0.26383172781557507,3,0.0811760530813388
12000,12000,36 months,9.91,386.7,B,B1,OWN,33000.0,Not Verified,Fully Paid,credit_card,CA,18.8,0.0,Sep-1990,0.0,5.0,0.0,17229,1,0.15618176350655832,3,0.049563465856163225
11300,11300,36 months,12.69,379.06,B,B5,MORTGAGE,36000.0,Not Verified,Fully Paid,credit_card,FL,16.33,0.0,Jun-1998,1.0,9.0,0.0,18905,1,0.13198209457153087,3,0.04218908185209824
4000,4000,36 months,9.91,128.9,B,B1,MORTGAGE,130000.0,Source Verified,Fully Paid,debt_consolidation,CA,10.05,0.0,Dec-1997,3.0,12.0,0.0,13212,1,0.158890000000125,3,0.05038232486817207
4375,4375,36 months,12.42,146.2,B,B4,OWN,15000.0,Verified,Fully Paid,debt_consolidation,CA,13.92,0.0,Nov-2006,0.0,3.0,0.0,2847,1,0.2029371426333486,3,0.06352485717125234
3000,3000,36 months,10.65,97.72,B,B2,MORTGAGE,86004.0,Not Verified,Charged Off,other,NJ,13.37,0.0,Dec-1997,2.0,8.0,0.0,23964,0,-0.18805666666666665,3,-0.06708536353787808
5400,5400,36 months,12.69,181.15,B,B5,MORTGAGE,75000.0,Not Verified,Fully Paid,car,TX,8.8,0.0,Jan-1992,0.0,6.0,0.0,10376,1,0.16234017276498158,3,0.05142366904120754
15000,15000,36 months,16.29,529.51,D,D1,RENT,110000.0,Verified,Charged Off,small_business,TX,21.99,2.0,Nov-1998,0.0,12.0,0.0,40370,0,-0.820672,3,-0.4360818991211072
10400,10400,36 months,12.69,348.87,B,B5,RENT,44000.0,Source Verified,Fully Paid,credit_card,CA,19.91,0.0,Apr-2002,2.0,6.0,0.0,13695,1,0.20761153976942315,3,0.06490063206830499
